Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Gender by Ethnicity,Female Multi-Racial,"2,007",4 year June,34,24,70.6,22,64.7,91.7,6,17.6,25.0,16,47.1,66.7,2,5.9,8.3,5,14.7,5,14.7,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,006",4 year June,131,98,74.8,77,58.8,78.6,24,18.3,24.5,53,40.5,54.1,21,16.0,21.4,19,14.5,11,8.4,0,0.0,3,2.3
Gender by Ethnicity,Female Multi-Racial,"2,005",4 year June,147,95,64.6,67,45.6,70.5,15,10.2,15.8,52,35.4,54.7,28,19.0,29.5,30,20.4,21,14.3,0,0.0,1,0.7
Gender by Ethnicity,Female Multi-Racial,"2,004",4 year June,130,85,65.4,63,48.5,74.1,22,16.9,25.9,41,31.5,48.2,22,16.9,25.9,32,24.6,13,10.0,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,003",4 year June,248,199,80.2,144,58.1,72.4,55,22.2,27.6,89,35.9,44.7,55,22.2,27.6,40,16.1,8,3.2,0,0.0,1,0.4
Gender by Ethnicity,Female Multi-Racial,"2,002",4 year June,10,0,0.0,0,0.0,No Data,0,0.0,No Data,0,0.0,No Data,0,0.0,No Data,10,100.0,0,0.0,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,001",4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Gender by Ethnicity,Female Multi-Racial,"2,013",5 year August,393,365,92.9,356,90.6,97.5,108,27.5,29.6,248,63.1,67.9,9,2.3,2.5,8,2.0,18,4.6,0,0.0,2,0.5
Gender by Ethnicity,Female Multi-Racial,"2,012",5 year August,400,364,91.0,358,89.5,98.4,143,35.8,39.3,215,53.8,59.1,6,1.5,1.6,15,3.8,20,5.0,0,0.0,1,0.3
Gender by Ethnicity,Female Multi-Racial,"2,011",5 year August,112,94,83.9,92,82.1,97.9,35,31.3,37.2,57,50.9,60.6,2,1.8,2.1,5,4.5,13,11.6,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,010",5 year August,104,81,77.9,80,76.9,98.8,26,25.0,32.1,54,51.9,66.7,1,1.0,1.2,6,5.8,16,15.4,0,0.0,1,1.0
Gender by Ethnicity,Female Multi-Racial,"2,009",5 year August,52,30,57.7,30,57.7,100.0,7,13.5,23.3,23,44.2,76.7,0,0.0,0.0,5,9.6,15,28.8,2,3.8,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,008",5 year August,43,34,79.1,34,79.1,100.0,11,25.6,32.4,23,53.5,67.6,0,0.0,0.0,2,4.7,7,16.3,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,007",5 year August,30,24,80.0,22,73.3,91.7,6,20.0,25.0,16,53.3,66.7,2,6.7,8.3,1,3.3,5,16.7,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,006",5 year August,121,102,84.3,80,66.1,78.4,24,19.8,23.5,56,46.3,54.9,22,18.2,21.6,6,5.0,11,9.1,0,0.0,2,1.7
Gender by Ethnicity,Female Multi-Racial,"2,013",5 year June,393,364,92.6,355,90.3,97.5,108,27.5,29.7,247,62.8,67.9,9,2.3,2.5,9,2.3,18,4.6,0,0.0,2,0.5
Gender by Ethnicity,Female Multi-Racial,"2,012",5 year June,400,363,90.8,357,89.3,98.3,143,35.8,39.4,214,53.5,59.0,6,1.5,1.7,16,4.0,20,5.0,0,0.0,1,0.3
Gender by Ethnicity,Female Multi-Racial,"2,011",5 year June,112,94,83.9,92,82.1,97.9,35,31.3,37.2,57,50.9,60.6,2,1.8,2.1,5,4.5,13,11.6,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,010",5 year June,104,81,77.9,80,76.9,98.8,26,25.0,32.1,54,51.9,66.7,1,1.0,1.2,6,5.8,16,15.4,0,0.0,1,1.0
Gender by Ethnicity,Female Multi-Racial,"2,009",5 year June,52,27,51.9,27,51.9,100.0,7,13.5,25.9,20,38.5,74.1,0,0.0,0.0,8,15.4,15,28.8,2,3.8,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,008",5 year June,43,34,79.1,34,79.1,100.0,11,25.6,32.4,23,53.5,67.6,0,0.0,0.0,2,4.7,7,16.3,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,007",5 year June,30,24,80.0,22,73.3,91.7,6,20.0,25.0,16,53.3,66.7,2,6.7,8.3,1,3.3,5,16.7,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,006",5 year June,121,101,83.5,79,65.3,78.2,24,19.8,23.8,55,45.5,54.5,22,18.2,21.8,6,5.0,12,9.9,0,0.0,2,1.7
Gender by Ethnicity,Female Multi-Racial,"2,005",5 year June,144,107,74.3,75,52.1,70.1,16,11.1,15.0,59,41.0,55.1,32,22.2,29.9,10,6.9,26,18.1,0,0.0,1,0.7
Gender by Ethnicity,Female Multi-Racial,"2,004",5 year June,128,97,75.8,67,52.3,69.1,24,18.8,24.7,43,33.6,44.3,30,23.4,30.9,8,6.3,22,17.2,0,0.0,1,0.8
Gender by Ethnicity,Female Multi-Racial,"2,003",5 year June,248,222,89.5,153,61.7,68.9,56,22.6,25.2,97,39.1,43.7,69,27.8,31.1,14,5.6,11,4.4,0,0.0,1,0.4
Gender by Ethnicity,Female Multi-Racial,"2,002",5 year June,10,4,40.0,3,30.0,75.0,1,10.0,25.0,2,20.0,50.0,2,20.0,50.0,2,20.0,4,40.0,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,001",5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Gender by Ethnicity,Female Multi-Racial,"2,012",6 year June,401,366,91.3,359,89.5,98.1,143,35.7,39.1,216,53.9,59.0,7,1.7,1.9,13,3.2,20,5.0,0,0.0,2,0.5
Gender by Ethnicity,Female Multi-Racial,"2,011",6 year June,122,95,77.9,93,76.2,97.9,35,28.7,36.8,58,47.5,61.1,2,1.6,2.1,14,11.5,12,9.8,0,0.0,1,0.8
Gender by Ethnicity,Female Multi-Racial,"2,010",6 year June,104,81,77.9,80,76.9,98.8,26,25.0,32.1,54,51.9,66.7,1,1.0,1.2,4,3.8,18,17.3,0,0.0,1,1.0
Gender by Ethnicity,Female Multi-Racial,"2,009",6 year June,50,31,62.0,31,62.0,100.0,7,14.0,22.6,24,48.0,77.4,0,0.0,0.0,2,4.0,15,30.0,2,4.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,008",6 year June,43,34,79.1,34,79.1,100.0,11,25.6,32.4,23,53.5,67.6,0,0.0,0.0,2,4.7,7,16.3,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,007",6 year June,30,24,80.0,22,73.3,91.7,6,20.0,25.0,16,53.3,66.7,2,6.7,8.3,0,0.0,6,20.0,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,006",6 year June,119,101,84.9,78,65.5,77.2,24,20.2,23.8,54,45.4,53.5,23,19.3,22.8,4,3.4,11,9.2,0,0.0,3,2.5
Gender by Ethnicity,Female Multi-Racial,"2,005",6 year June,136,107,78.7,75,55.1,70.1,16,11.8,15.0,59,43.4,55.1,32,23.5,29.9,4,2.9,24,17.6,0,0.0,1,0.7
Gender by Ethnicity,Female Multi-Racial,"2,004",6 year June,125,99,79.2,68,54.4,68.7,24,19.2,24.2,44,35.2,44.4,31,24.8,31.3,3,2.4,22,17.6,0,0.0,1,0.8
Gender by Ethnicity,Female Multi-Racial,"2,003",6 year June,247,226,91.5,154,62.3,68.1,56,22.7,24.8,98,39.7,43.4,72,29.1,31.9,4,1.6,15,6.1,0,0.0,2,0.8
Gender by Ethnicity,Female Multi-Racial,"2,002",6 year June,10,4,40.0,3,30.0,75.0,1,10.0,25.0,2,20.0,50.0,2,20.0,50.0,1,10.0,5,50.0,0,0.0,0,0.0
Gender by Ethnicity,Female Multi-Racial,"2,001",6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Gender by Ethnicity,Female Native American,"2,014",4 year August,312,236,75.6,221,70.8,93.6,65,20.8,27.5,156,50.0,66.1,15,4.8,6.4,53,17.0,19,6.1,0,0.0,4,1.3
Gender by Ethnicity,Female Native American,"2,013",4 year August,252,158,62.7,148,58.7,93.7,46,18.3,29.1,102,40.5,64.6,10,4.0,6.3,61,24.2,30,11.9,1,0.4,2,0.8
Gender by Ethnicity,Female Native American,"2,012",4 year August,241,157,65.1,147,61.0,93.6,32,13.3,20.4,115,47.7,73.2,10,4.1,6.4,58,24.1,21,8.7,1,0.4,4,1.7
Gender by Ethnicity,Female Native American,"2,011",4 year August,245,171,69.8,164,66.9,95.9,34,13.9,19.9,130,53.1,76.0,7,2.9,4.1,47,19.2,22,9.0,2,0.8,2,0.8
Gender by Ethnicity,Female Native American,"2,010",4 year August,172,122,70.9,115,66.9,94.3,29,16.9,23.8,86,50.0,70.5,7,4.1,5.7,28,16.3,21,12.2,1,0.6,0,0.0
Gender by Ethnicity,Female Native American,"2,009",4 year August,205,132,64.4,125,61.0,94.7,30,14.6,22.7,95,46.3,72.0,7,3.4,5.3,44,21.5,24,11.7,0,0.0,5,2.4
Gender by Ethnicity,Female Native American,"2,008",4 year August,199,114,57.3,103,51.8,90.4,16,8.0,14.0,87,43.7,76.3,11,5.5,9.6,56,28.1,23,11.6,3,1.5,3,1.5
Gender by Ethnicity,Female Native American,"2,007",4 year August,176,95,54.0,72,40.9,75.8,20,11.4,21.1,52,29.5,54.7,23,13.1,24.2,51,29.0,23,13.1,4,2.3,3,1.7
Gender by Ethnicity,Female Native American,"2,006",4 year August,135,83,61.5,64,47.4,77.1,15,11.1,18.1,49,36.3,59.0,19,14.1,22.9,32,23.7,15,11.1,2,1.5,3,2.2
Gender by Ethnicity,Female Native American,"2,005",4 year August,133,73,54.9,53,39.8,72.6,19,14.3,26.0,34,25.6,46.6,20,15.0,27.4,34,25.6,19,14.3,5,3.8,2,1.5
Gender by Ethnicity,Female Native American,"2,004",4 year August,110,75,68.2,46,41.8,61.3,No Data,No Data,No Data,No Data,No Data,No Data,29,26.4,38.7,28,25.5,5,4.5,No Data,No Data,No Data,No Data
Gender by Ethnicity,Female Native American,"2,014",4 year June,312,229,73.4,216,69.2,94.3,65,20.8,28.4,151,48.4,65.9,13,4.2,5.7,60,19.2,19,6.1,0,0.0,4,1.3
Gender by Ethnicity,Female Native American,"2,013",4 year June,252,149,59.1,142,56.3,95.3,46,18.3,30.9,96,38.1,64.4,7,2.8,4.7,69,27.4,30,11.9,2,0.8,2,0.8
Gender by Ethnicity,Female Native American,"2,012",4 year June,241,151,62.7,142,58.9,94.0,32,13.3,21.2,110,45.6,72.8,9,3.7,6.0,63,26.1,21,8.7,2,0.8,4,1.7
Gender by Ethnicity,Female Native American,"2,011",4 year June,245,164,66.9,159,64.9,97.0,34,13.9,20.7,125,51.0,76.2,5,2.0,3.0,54,22.0,22,9.0,2,0.8,2,0.8
Gender by Ethnicity,Female Native American,"2,010",4 year June,172,113,65.7,106,61.6,93.8,28,16.3,24.8,78,45.3,69.0,7,4.1,6.2,37,21.5,21,12.2,1,0.6,0,0.0
Gender by Ethnicity,Female Native American,"2,009",4 year June,205,124,60.5,117,57.1,94.4,28,13.7,22.6,89,43.4,71.8,7,3.4,5.6,52,25.4,24,11.7,0,0.0,5,2.4
Gender by Ethnicity,Female Native American,"2,008",4 year June,199,108,54.3,98,49.2,90.7,16,8.0,14.8,82,41.2,75.9,10,5.0,9.3,62,31.2,23,11.6,3,1.5,3,1.5
Gender by Ethnicity,Female Native American,"2,007",4 year June,176,88,50.0,71,40.3,80.7,20,11.4,22.7,51,29.0,58.0,17,9.7,19.3,58,33.0,23,13.1,4,2.3,3,1.7
Gender by Ethnicity,Female Native American,"2,006",4 year June,135,79,58.5,61,45.2,77.2,15,11.1,19.0,46,34.1,58.2,18,13.3,22.8,36,26.7,15,11.1,2,1.5,3,2.2
Gender by Ethnicity,Female Native American,"2,005",4 year June,133,72,54.1,52,39.1,72.2,19,14.3,26.4,33,24.8,45.8,20,15.0,27.8,35,26.3,19,14.3,5,3.8,2,1.5
Gender by Ethnicity,Female Native American,"2,004",4 year June,110,72,65.5,45,40.9,62.5,8,7.3,11.1,37,33.6,51.4,27,24.5,37.5,31,28.2,5,4.5,2,1.8,0,0.0
Gender by Ethnicity,Female Native American,"2,003",4 year June,92,47,51.1,34,37.0,72.3,12,13.0,25.5,22,23.9,46.8,13,14.1,27.7,30,32.6,13,14.1,1,1.1,0,0.0
Gender by Ethnicity,Female Native American,"2,002",4 year June,124,63,50.8,41,33.1,65.1,13,10.5,20.6,28,22.6,44.4,22,17.7,34.9,29,23.4,28,22.6,2,1.6,2,1.6
Gender by Ethnicity,Female Native American,"2,001",4 year June,117,58,49.6,33,28.2,56.9,10,8.5,17.2,23,19.7,39.7,25,21.4,43.1,41,35.0,16,13.7,2,1.7,0,0.0
Gender by Ethnicity,Female Native American,"2,013",5 year August,263,187,71.1,169,64.3,90.4,46,17.5,24.6,123,46.8,65.8,18,6.8,9.6,21,8.0,44,16.7,8,3.0,3,1.1
Gender by Ethnicity,Female Native American,"2,012",5 year August,265,191,72.1,172,64.9,90.1,32,12.1,16.8,140,52.8,73.3,19,7.2,9.9,31,11.7,30,11.3,7,2.6,6,2.3
Gender by Ethnicity,Female Native American,"2,011",5 year August,257,194,75.5,184,71.6,94.8,34,13.2,17.5,150,58.4,77.3,10,3.9,5.2,25,9.7,29,11.3,5,1.9,4,1.6
Gender by Ethnicity,Female Native American,"2,010",5 year August,198,148,74.7,137,69.2,92.6,29,14.6,19.6,108,54.5,73.0,11,5.6,7.4,13,6.6,35,17.7,1,0.5,1,0.5
Gender by Ethnicity,Female Native American,"2,009",5 year August,201,139,69.2,132,65.7,95.0,30,14.9,21.6,102,50.7,73.4,7,3.5,5.0,15,7.5,40,19.9,2,1.0,5,2.5
Gender by Ethnicity,Female Native American,"2,008",5 year August,197,125,63.5,111,56.3,88.8,16,8.1,12.8,95,48.2,76.0,14,7.1,11.2,23,11.7,41,20.8,6,3.0,2,1.0
Gender by Ethnicity,Female Native American,"2,007",5 year August,176,109,61.9,80,45.5,73.4,20,11.4,18.3,60,34.1,55.0,29,16.5,26.6,17,9.7,41,23.3,5,2.8,4,2.3
Gender by Ethnicity,Female Native American,"2,006",5 year August,144,91,63.2,68,47.2,74.7,16,11.1,17.6,52,36.1,57.1,23,16.0,25.3,16,11.1,25,17.4,8,5.6,4,2.8
Gender by Ethnicity,Female Native American,"2,013",5 year June,263,184,70.0,167,63.5,90.8,46,17.5,25.0,121,46.0,65.8,17,6.5,9.2,24,9.1,44,16.7,8,3.0,3,1.1
Gender by Ethnicity,Female Native American,"2,012",5 year June,265,187,70.6,169,63.8,90.4,32,12.1,17.1,137,51.7,73.3,18,6.8,9.6,35,13.2,30,11.3,7,2.6,6,2.3
Gender by Ethnicity,Female Native American,"2,011",5 year June,257,191,74.3,182,70.8,95.3,34,13.2,17.8,148,57.6,77.5,9,3.5,4.7,28,10.9,29,11.3,5,1.9,4,1.6
Gender by Ethnicity,Female Native American,"2,010",5 year June,198,144,72.7,133,67.2,92.4,29,14.6,20.1,104,52.5,72.2,11,5.6,7.6,17,8.6,35,17.7,1,0.5,1,0.5
Gender by Ethnicity,Female Native American,"2,009",5 year June,201,137,68.2,130,64.7,94.9,30,14.9,21.9,100,49.8,73.0,7,3.5,5.1,17,8.5,40,19.9,2,1.0,5,2.5
Gender by Ethnicity,Female Native American,"2,008",5 year June,197,123,62.4,110,55.8,89.4,16,8.1,13.0,94,47.7,76.4,13,6.6,10.6,24,12.2,42,21.3,6,3.0,2,1.0
Gender by Ethnicity,Female Native American,"2,007",5 year June,176,108,61.4,80,45.5,74.1,20,11.4,18.5,60,34.1,55.6,28,15.9,25.9,18,10.2,41,23.3,5,2.8,4,2.3
Gender by Ethnicity,Female Native American,"2,006",5 year June,144,91,63.2,68,47.2,74.7,16,11.1,17.6,52,36.1,57.1,23,16.0,25.3,16,11.1,25,17.4,8,5.6,4,2.8
Gender by Ethnicity,Female Native American,"2,005",5 year June,131,78,59.5,54,41.2,69.2,19,14.5,24.4,35,26.7,44.9,24,18.3,30.8,15,11.5,26,19.8,8,6.1,4,3.1
Gender by Ethnicity,Female Native American,"2,004",5 year June,110,81,73.6,49,44.5,60.5,9,8.2,11.1,40,36.4,49.4,32,29.1,39.5,12,10.9,13,11.8,2,1.8,2,1.8
Gender by Ethnicity,Female Native American,"2,003",5 year June,92,53,57.6,37,40.2,69.8,12,13.0,22.6,25,27.2,47.2,16,17.4,30.2,16,17.4,20,21.7,2,2.2,0,0.0
Gender by Ethnicity,Female Native American,"2,002",5 year June,124,69,55.6,45,36.3,65.2,13,10.5,18.8,32,25.8,46.4,24,19.4,34.8,15,12.1,34,27.4,4,3.2,2,1.6
Gender by Ethnicity,Female Native American,"2,001",5 year June,117,68,58.1,35,29.9,51.5,10,8.5,14.7,25,21.4,36.8,33,28.2,48.5,16,13.7,29,24.8,4,3.4,0,0.0
Gender by Ethnicity,Female Native American,"2,012",6 year June,277,214,77.3,192,69.3,89.7,32,11.6,15.0,160,57.8,74.8,22,7.9,10.3,13,4.7,35,12.6,8,2.9,6,2.2
Gender by Ethnicity,Female Native American,"2,011",6 year June,265,204,77.0,190,71.7,93.1,34,12.8,16.7,156,58.9,76.5,14,5.3,6.9,22,8.3,30,11.3,5,1.9,4,1.5
Gender by Ethnicity,Female Native American,"2,010",6 year June,206,155,75.2,144,69.9,92.9,29,14.1,18.7,115,55.8,74.2,11,5.3,7.1,7,3.4,41,19.9,1,0.5,2,1.0
Gender by Ethnicity,Female Native American,"2,009",6 year June,205,144,70.2,137,66.8,95.1,30,14.6,20.8,107,52.2,74.3,7,3.4,4.9,10,4.9,43,21.0,3,1.5,5,2.4
Gender by Ethnicity,Female Native American,"2,008",6 year June,195,127,65.1,113,57.9,89.0,16,8.2,12.6,97,49.7,76.4,14,7.2,11.0,16,8.2,39,20.0,11,5.6,2,1.0
Gender by Ethnicity,Female Native American,"2,007",6 year June,176,114,64.8,81,46.0,71.1,20,11.4,17.5,61,34.7,53.5,33,18.8,28.9,9,5.1,44,25.0,6,3.4,3,1.7
Gender by Ethnicity,Female Native American,"2,006",6 year June,140,94,67.1,70,50.0,74.5,16,11.4,17.0,54,38.6,57.4,24,17.1,25.5,5,3.6,29,20.7,8,5.7,4,2.9
Gender by Ethnicity,Female Native American,"2,005",6 year June,131,84,64.1,58,44.3,69.0,19,14.5,22.6,39,29.8,46.4,26,19.8,31.0,4,3.1,33,25.2,8,6.1,1,0.8
Gender by Ethnicity,Female Native American,"2,004",6 year June,109,87,79.8,54,49.5,62.1,9,8.3,10.3,45,41.3,51.7,33,30.3,37.9,6,5.5,12,11.0,3,2.8,1,0.9
Gender by Ethnicity,Female Native American,"2,003",6 year June,93,59,63.4,40,43.0,67.8,12,12.9,20.3,28,30.1,47.5,19,20.4,32.2,8,8.6,21,22.6,2,2.2,2,2.2
Gender by Ethnicity,Female Native American,"2,002",6 year June,124,74,59.7,47,37.9,63.5,13,10.5,17.6,34,27.4,45.9,27,21.8,36.5,8,6.5,36,29.0,4,3.2,2,1.6
Gender by Ethnicity,Female Native American,"2,001",6 year June,117,70,59.8,35,29.9,50.0,10,8.5,14.3,25,21.4,35.7,35,29.9,50.0,7,6.0,34,29.1,6,5.1,0,0.0
Gender by Ethnicity,Female White,"2,014",4 year August,"4,940",4384,88.7,4208,85.2,96.0,1964,39.8,44.8,2244,45.4,51.2,176,3.6,4.0,382,7.7,133,2.7,16,0.3,25,0.5
Gender by Ethnicity,Female White,"2,013",4 year August,"4,579",4014,87.7,3855,84.2,96.0,1721,37.6,42.9,2134,46.6,53.2,159,3.5,4.0,377,8.2,147,3.2,22,0.5,19,0.4
Gender by Ethnicity,Female White,"2,012",4 year August,"4,732",4149,87.7,4003,84.6,96.5,1676,35.4,40.4,2327,49.2,56.1,146,3.1,3.5,381,8.1,165,3.5,17,0.4,18,0.4
Gender by Ethnicity,Female White,"2,011",4 year August,"4,741",4130,87.1,3993,84.2,96.7,1686,35.6,40.8,2307,48.7,55.9,137,2.9,3.3,381,8.0,184,3.9,22,0.5,23,0.5
Gender by Ethnicity,Female White,"2,010",4 year August,"4,903",4150,84.6,4013,81.8,96.7,1718,35.0,41.4,2295,46.8,55.3,137,2.8,3.3,477,9.7,249,5.1,13,0.3,11,0.2
Gender by Ethnicity,Female White,"2,009",4 year August,"4,814",4033,83.8,3893,80.9,96.5,1705,35.4,42.3,2188,45.5,54.3,140,2.9,3.5,507,10.5,222,4.6,27,0.6,22,0.5
Gender by Ethnicity,Female White,"2,008",4 year August,"4,840",4009,82.8,3874,80.0,96.6,1636,33.8,40.8,2238,46.2,55.8,135,2.8,3.4,528,10.9,262,5.4,21,0.4,18,0.4
Gender by Ethnicity,Female White,"2,007",4 year August,"4,676",3900,83.4,3592,76.8,92.1,1623,34.7,41.6,1969,42.1,50.5,308,6.6,7.9,426,9.1,278,5.9,31,0.7,41,0.9
Gender by Ethnicity,Female White,"2,006",4 year August,"4,694",3867,82.4,3388,72.2,87.6,1631,34.7,42.2,1757,37.4,45.4,479,10.2,12.4,445,9.5,304,6.5,36,0.8,40,0.9
Gender by Ethnicity,Female White,"2,005",4 year August,"4,776",3902,81.7,3341,70.0,85.6,1683,35.2,43.1,1658,34.7,42.5,561,11.7,14.4,458,9.6,305,6.4,56,1.2,55,1.2
Gender by Ethnicity,Female White,"2,004",4 year August,"4,840",3857,79.7,3278,67.7,85.0,No Data,No Data,No Data,No Data,No Data,No Data,580,12.0,15.0,557,11.5,355,7.3,No Data,No Data,No Data,No Data
Gender by Ethnicity,Female White,"2,014",4 year June,"4,940",4321,87.5,4152,84.0,96.1,1959,39.7,45.3,2193,44.4,50.8,169,3.4,3.9,445,9.0,133,2.7,16,0.3,25,0.5
Gender by Ethnicity,Female White,"2,013",4 year June,"4,579",3941,86.1,3792,82.8,96.2,1717,37.5,43.6,2075,45.3,52.7,149,3.3,3.8,449,9.8,147,3.2,23,0.5,19,0.4
Gender by Ethnicity,Female White,"2,012",4 year June,"4,732",4075,86.1,3941,83.3,96.7,1674,35.4,41.1,2267,47.9,55.6,134,2.8,3.3,455,9.6,165,3.5,17,0.4,18,0.4
Gender by Ethnicity,Female White,"2,011",4 year June,"4,741",4048,85.4,3916,82.6,96.7,1685,35.5,41.6,2231,47.1,55.1,132,2.8,3.3,463,9.8,184,3.9,22,0.5,23,0.5
Gender by Ethnicity,Female White,"2,010",4 year June,"4,903",4056,82.7,3933,80.2,97.0,1712,34.9,42.2,2221,45.3,54.8,123,2.5,3.0,571,11.6,249,5.1,13,0.3,11,0.2
Gender by Ethnicity,Female White,"2,009",4 year June,"4,814",3897,81.0,3772,78.4,96.8,1698,35.3,43.6,2074,43.1,53.2,125,2.6,3.2,641,13.3,222,4.6,29,0.6,22,0.5
Gender by Ethnicity,Female White,"2,008",4 year June,"4,840",3898,80.5,3772,77.9,96.8,1631,33.7,41.8,2141,44.2,54.9,126,2.6,3.2,639,13.2,262,5.4,21,0.4,18,0.4
Gender by Ethnicity,Female White,"2,007",4 year June,"4,676",3778,80.8,3504,74.9,92.7,1618,34.6,42.8,1886,40.3,49.9,274,5.9,7.3,545,11.7,280,6.0,33,0.7,40,0.9
Gender by Ethnicity,Female White,"2,006",4 year June,"4,694",3761,80.1,3338,71.1,88.8,1624,34.6,43.2,1714,36.5,45.6,423,9.0,11.2,549,11.7,306,6.5,36,0.8,40,0.9
Gender by Ethnicity,Female White,"2,005",4 year June,"4,776",3795,79.5,3280,68.7,86.4,1680,35.2,44.3,1600,33.5,42.2,515,10.8,13.6,563,11.8,306,6.4,57,1.2,55,1.2
Gender by Ethnicity,Female White,"2,004",4 year June,"4,840",3716,76.8,3195,66.0,86.0,1744,36.0,46.9,1451,30.0,39.0,521,10.8,14.0,698,14.4,355,7.3,69,1.4,1,0.0
Gender by Ethnicity,Female White,"2,003",4 year June,"5,047",3800,75.3,3185,63.1,83.8,1653,32.8,43.5,1532,30.4,40.3,615,12.2,16.2,717,14.2,450,8.9,50,1.0,27,0.5
Gender by Ethnicity,Female White,"2,002",4 year June,"5,630",4064,72.2,3351,59.5,82.5,1648,29.3,40.6,1703,30.2,41.9,714,12.7,17.6,852,15.1,590,10.5,37,0.7,70,1.2
Gender by Ethnicity,Female White,"2,001",4 year June,"5,771",4062,70.4,3200,55.4,78.8,1693,29.3,41.7,1507,26.1,37.1,866,15.0,21.3,820,14.2,792,13.7,79,1.4,16,0.3
Gender by Ethnicity,Female White,"2,013",5 year August,"4,597",4118,89.6,3939,85.7,95.7,1723,37.5,41.8,2216,48.2,53.8,179,3.9,4.3,199,4.3,209,4.5,44,1.0,26,0.6
Gender by Ethnicity,Female White,"2,012",5 year August,"4,795",4282,89.3,4104,85.6,95.8,1678,35.0,39.2,2426,50.6,56.7,178,3.7,4.2,212,4.4,237,4.9,41,0.9,22,0.5
Gender by Ethnicity,Female White,"2,011",5 year August,"4,770",4278,89.7,4106,86.1,96.0,1686,35.3,39.4,2420,50.7,56.6,172,3.6,4.0,157,3.3,272,5.7,40,0.8,22,0.5
Gender by Ethnicity,Female White,"2,010",5 year August,"4,940",4339,87.8,4161,84.2,95.9,1721,34.8,39.7,2440,49.4,56.2,178,3.6,4.1,210,4.3,345,7.0,27,0.5,16,0.3
Gender by Ethnicity,Female White,"2,009",5 year August,"4,804",4171,86.8,4000,83.3,95.9,1706,35.5,40.9,2294,47.8,55.0,171,3.6,4.1,235,4.9,335,7.0,35,0.7,24,0.5
Gender by Ethnicity,Female White,"2,008",5 year August,"4,831",4152,85.9,3994,82.7,96.2,1638,33.9,39.5,2356,48.8,56.7,158,3.3,3.8,228,4.7,365,7.6,60,1.2,25,0.5
Gender by Ethnicity,Female White,"2,007",5 year August,"4,670",4020,86.1,3649,78.1,90.8,1625,34.8,40.4,2024,43.3,50.3,371,7.9,9.2,143,3.1,398,8.5,67,1.4,41,0.9
Gender by Ethnicity,Female White,"2,006",5 year August,"4,716",4015,85.1,3485,73.9,86.8,1634,34.6,40.7,1851,39.2,46.1,530,11.2,13.2,161,3.4,417,8.8,76,1.6,45,1.0
Gender by Ethnicity,Female White,"2,013",5 year June,"4,597",4107,89.3,3930,85.5,95.7,1722,37.5,41.9,2208,48.0,53.8,177,3.9,4.3,209,4.5,210,4.6,44,1.0,26,0.6
Gender by Ethnicity,Female White,"2,012",5 year June,"4,795",4276,89.2,4100,85.5,95.9,1678,35.0,39.2,2422,50.5,56.6,176,3.7,4.1,218,4.5,237,4.9,41,0.9,22,0.5
Gender by Ethnicity,Female White,"2,011",5 year June,"4,770",4263,89.4,4096,85.9,96.1,1686,35.3,39.5,2410,50.5,56.5,167,3.5,3.9,172,3.6,272,5.7,40,0.8,22,0.5
Gender by Ethnicity,Female White,"2,010",5 year June,"4,940",4319,87.4,4145,83.9,96.0,1721,34.8,39.8,2424,49.1,56.1,174,3.5,4.0,227,4.6,348,7.0,27,0.5,16,0.3
